# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"272_KbAok6mR","[""VID_20231130_205132.mp4""]",0.28,1.62,"{""TEMPORAL-SEGMENTS"":""6""}"
"273_pKGuQau6","[""VID_20231130_205138.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"273_ADva4sj9","[""VID_20231130_205138.mp4""]",0.3,2.18,"{""TEMPORAL-SEGMENTS"":""6""}"
"273_bNzeQM7J","[""VID_20231130_205138.mp4""]",2.18,2.432,"{""TEMPORAL-SEGMENTS"":""1""}"
"274_0fuZ5kvs","[""VID_20231130_205146.mp4""]",0,0.16,"{""TEMPORAL-SEGMENTS"":""1""}"
"274_HwIkkziU","[""VID_20231130_205146.mp4""]",0.16,1.92,"{""TEMPORAL-SEGMENTS"":""6""}"
"275_gUCsOXXH","[""VID_20231130_210020.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"275_TitqF9Zu","[""VID_20231130_210020.mp4""]",0.18,0.5,"{""TEMPORAL-SEGMENTS"":""8""}"
"275_mTioX3Cl","[""VID_20231130_210020.mp4""]",0.5,1.6,"{""TEMPORAL-SEGMENTS"":""6""}"
"276_vCJZ0Tyn","[""VID_20231130_210026.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"276_XxKOZ0qc","[""VID_20231130_210026.mp4""]",0.26,0.6,"{""TEMPORAL-SEGMENTS"":""8""}"
"276_sXUQmxRX","[""VID_20231130_210026.mp4""]",0.6,1.64,"{""TEMPORAL-SEGMENTS"":""6""}"
"276_bNuHY7xo","[""VID_20231130_210026.mp4""]",1.64,2.01,"{""TEMPORAL-SEGMENTS"":""1""}"
"277_1dEqJqvO","[""VID_20231130_210033.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""8""}"
"277_IkaUy0Mb","[""VID_20231130_210033.mp4""]",0.28,1.6,"{""TEMPORAL-SEGMENTS"":""6""}"
"278_Uy6OyjnT","[""VID_20231130_210038.mp4""]",0,0.16,"{""TEMPORAL-SEGMENTS"":""8""}"
"278_GLyyPIqu","[""VID_20231130_210038.mp4""]",0.16,1.3,"{""TEMPORAL-SEGMENTS"":""6""}"
"278_vBxUTXaK","[""VID_20231130_210038.mp4""]",1.3,1.622,"{""TEMPORAL-SEGMENTS"":""1""}"
"279_OX8DGElL","[""VID_20231130_210043.mp4""]",0,1.32,"{""TEMPORAL-SEGMENTS"":""6""}"
"279_pNRITxyR","[""VID_20231130_210043.mp4""]",1.32,1.674,"{""TEMPORAL-SEGMENTS"":""1""}"
"280_uUr4CgVG","[""VID_20231130_210047.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""8""}"
"280_8FEiKoPH","[""VID_20231130_210047.mp4""]",0.38,1.52,"{""TEMPORAL-SEGMENTS"":""6""}"
"280_Vy2gbUwR","[""VID_20231130_210047.mp4""]",1.52,1.761,"{""TEMPORAL-SEGMENTS"":""1""}"
"281_FWL4g5PT","[""VID_20231130_210051.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"281_G8YXjxiW","[""VID_20231130_210051.mp4""]",0.18,0.48,"{""TEMPORAL-SEGMENTS"":""8""}"
"281_eVJV8BT7","[""VID_20231130_210051.mp4""]",0.48,1.62,"{""TEMPORAL-SEGMENTS"":""6""}"
"281_WICFxMS4","[""VID_20231130_210051.mp4""]",1.62,1.954,"{""TEMPORAL-SEGMENTS"":""1""}"
"282_eKDhDPkO","[""VID_20231130_210055.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""8""}"
"282_IWYhBH0D","[""VID_20231130_210055.mp4""]",0.26,1.58,"{""TEMPORAL-SEGMENTS"":""6""}"
"282_IAdc3lbx","[""VID_20231130_210055.mp4""]",1.58,1.862,"{""TEMPORAL-SEGMENTS"":""1""}"
"283_4SacheLn","[""VID_20231130_210100.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""8""}"
"283_PtkEG0oh","[""VID_20231130_210100.mp4""]",0.38,1.74,"{""TEMPORAL-SEGMENTS"":""6""}"
"284_O7QPqEem","[""VID_20231205_203638.mp4""]",0,1.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"284_NrZ1jUsx","[""VID_20231205_203638.mp4""]",1.72,3.04,"{""TEMPORAL-SEGMENTS"":""6""}"
"285_eGbnXq9E","[""VID_20231205_203646.mp4""]",0,0.74,"{""TEMPORAL-SEGMENTS"":""1""}"
"285_tzFxKs3m","[""VID_20231205_203646.mp4""]",0.74,2.08,"{""TEMPORAL-SEGMENTS"":""6""}"
"286_f7BpDWLX","[""VID_20231205_203652.mp4""]",0,0.36,"{""TEMPORAL-SEGMENTS"":""1""}"
"286_pXkMUaXg","[""VID_20231205_203652.mp4""]",0.36,0.74,"{""TEMPORAL-SEGMENTS"":""8""}"
"286_S5IIArHY","[""VID_20231205_203652.mp4""]",0.74,1.94,"{""TEMPORAL-SEGMENTS"":""6""}"
"287_NRXjxvNc","[""VID_20231205_203658.mp4""]",0,0.64,"{""TEMPORAL-SEGMENTS"":""1""}"
"287_xhNJkQ05","[""VID_20231205_203658.mp4""]",0.64,2.24,"{""TEMPORAL-SEGMENTS"":""6""}"
"288_Nb1XdJcs","[""VID_20231205_203704.mp4""]",0,0.82,"{""TEMPORAL-SEGMENTS"":""1""}"
"288_kjmTDGtk","[""VID_20231205_203704.mp4""]",0.82,2.2,"{""TEMPORAL-SEGMENTS"":""6""}"
"289_nfhgXBJj","[""VID_20231205_203711.mp4""]",0,1.1,"{""TEMPORAL-SEGMENTS"":""1""}"
"289_I2F1e6yD","[""VID_20231205_203711.mp4""]",1.1,2.44,"{""TEMPORAL-SEGMENTS"":""6""}"
"290_dfaGXFUI","[""VID_20231205_203718.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""1""}"
"290_YHm7ppXz","[""VID_20231205_203718.mp4""]",0.58,1.92,"{""TEMPORAL-SEGMENTS"":""6""}"
"291_ShWGIkGk","[""VID_20231205_203725.mp4""]",0,0.6,"{""TEMPORAL-SEGMENTS"":""1""}"
"291_ajVro0BM","[""VID_20231205_203725.mp4""]",0.6,0.84,"{""TEMPORAL-SEGMENTS"":""8""}"
"291_UKTjR1rw","[""VID_20231205_203725.mp4""]",0.84,1.86,"{""TEMPORAL-SEGMENTS"":""6""}"
"292_m8IZeq3p","[""VID_20231205_203731.mp4""]",0,0.86,"{""TEMPORAL-SEGMENTS"":""1""}"
"292_BarXzNLF","[""VID_20231205_203731.mp4""]",0.86,2.42,"{""TEMPORAL-SEGMENTS"":""6""}"
"293_XelpyFun","[""VID_20231206_193457.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"293_4dz7tieF","[""VID_20231206_193457.mp4""]",0.34,0.54,"{""TEMPORAL-SEGMENTS"":""8""}"
"293_FXav57pw","[""VID_20231206_193457.mp4""]",0.54,1.72,"{""TEMPORAL-SEGMENTS"":""4""}"
"293_PHbVXhRE","[""VID_20231206_193457.mp4""]",1.72,2.373,"{""TEMPORAL-SEGMENTS"":""1""}"
"294_mPxvNwBX","[""VID_20231206_193519.mp4""]",0,0.66,"{""TEMPORAL-SEGMENTS"":""1""}"
"294_Ec6KHQXd","[""VID_20231206_193519.mp4""]",0.66,1.98,"{""TEMPORAL-SEGMENTS"":""6""}"
"295_XKWdvUiH","[""VID_20231206_193528.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"295_ndtS7XZT","[""VID_20231206_193528.mp4""]",0.3,1.34,"{""TEMPORAL-SEGMENTS"":""6""}"
"296_yX2QuR1Z","[""VID_20231206_193532.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"296_OQ806J15","[""VID_20231206_193532.mp4""]",0.52,1.78,"{""TEMPORAL-SEGMENTS"":""6""}"
"297_seaNLwdk","[""VID_20231206_193537.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"297_NdSX5QTD","[""VID_20231206_193537.mp4""]",0.42,1.7,"{""TEMPORAL-SEGMENTS"":""6""}"
"298_9ddlA314","[""VID_20231206_193542.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"298_XmAXfnDg","[""VID_20231206_193542.mp4""]",0.22,1.44,"{""TEMPORAL-SEGMENTS"":""6""}"
"299_QNo2i5o4","[""VID_20231206_193546.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""8""}"
"299_nXKVpWjN","[""VID_20231206_193546.mp4""]",0.3,1.36,"{""TEMPORAL-SEGMENTS"":""6""}"
"300_XXyK4CnF","[""VID_20231206_193550.mp4""]",0,0.16,"{""TEMPORAL-SEGMENTS"":""1""}"
"300_szTO2N2K","[""VID_20231206_193550.mp4""]",0.16,1.6,"{""TEMPORAL-SEGMENTS"":""6""}"
"301_MJr53UhR","[""VID_20231206_193554.mp4""]",0,0.36,"{""TEMPORAL-SEGMENTS"":""8""}"
"301_HlPcSV8S","[""VID_20231206_193554.mp4""]",0.36,1.64,"{""TEMPORAL-SEGMENTS"":""6""}"
"302_HQ1mwXpr","[""VID_20231206_193606.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""8""}"
"302_MtZzxMlq","[""VID_20231206_193606.mp4""]",0.58,1.26,"{""TEMPORAL-SEGMENTS"":""8""}"
"302_BCknwf52","[""VID_20231206_193606.mp4""]",1.26,1.98,"{""TEMPORAL-SEGMENTS"":""8""}"
"302_FjdSXYv8","[""VID_20231206_193606.mp4""]",1.98,2.36,"{""TEMPORAL-SEGMENTS"":""8""}"
"302_lRgSp8DX","[""VID_20231206_193606.mp4""]",2.36,3.089,"{""TEMPORAL-SEGMENTS"":""0""}"
"302_KYeQpmkH","[""VID_20231206_193606.mp4""]",3.089,3.289,"{""TEMPORAL-SEGMENTS"":""1""}"
"303_hC8qRKUX","[""VID_20231206_193615.mp4""]",0,0.36,"{""TEMPORAL-SEGMENTS"":""1""}"
"303_Vw1kXouc","[""VID_20231206_193615.mp4""]",0.36,1.36,"{""TEMPORAL-SEGMENTS"":""6""}"
"303_3IqqtlRG","[""VID_20231206_193615.mp4""]",1.36,1.92,"{""TEMPORAL-SEGMENTS"":""1""}"
"304_UPq0z6vH","[""VID_20231206_193620.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""8""}"
"304_OZZaTzfX","[""VID_20231206_193620.mp4""]",0.3,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"304_mUE8jK5L","[""VID_20231206_193620.mp4""]",0.68,0.88,"{""TEMPORAL-SEGMENTS"":""8""}"
"304_IJO6pjY4","[""VID_20231206_193620.mp4""]",0.88,1.26,"{""TEMPORAL-SEGMENTS"":""8""}"
"304_svvHKZ7N","[""VID_20231206_193620.mp4""]",1.26,2.157,"{""TEMPORAL-SEGMENTS"":""6""}"
"305_XT29VCFj","[""VID_20231206_193625.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"305_JQiH6yNR","[""VID_20231206_193625.mp4""]",0.3,1.4,"{""TEMPORAL-SEGMENTS"":""6""}"
"306_6wn2uIcd","[""VID_20231206_193636.mp4""]",0.1,1.26,"{""TEMPORAL-SEGMENTS"":""6""}"
"307_ZJoQFWTy","[""VID_20231206_193641.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""8""}"
"307_sU5m3SJQ","[""VID_20231206_193641.mp4""]",0.58,1.493,"{""TEMPORAL-SEGMENTS"":""6""}"
"308_LCVAJI9v","[""VID_20231206_193646.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""8""}"
"308_YWm6sQ2i","[""VID_20231206_193646.mp4""]",0.44,1.429,"{""TEMPORAL-SEGMENTS"":""6""}"
"309_vUsc34bF","[""VID_20231206_193651.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"309_vsjziWp1","[""VID_20231206_193651.mp4""]",0.24,1.5,"{""TEMPORAL-SEGMENTS"":""6""}"
"310_J4rlT34L","[""VID_20231206_193657.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""8""}"
"310_pfwyoa38","[""VID_20231206_193657.mp4""]",0.46,1.439,"{""TEMPORAL-SEGMENTS"":""6""}"
"311_z0wFN2bD","[""VID_20231206_194630.mp4""]",0,1.16,"{""TEMPORAL-SEGMENTS"":""1""}"
"311_8FScBtzF","[""VID_20231206_194630.mp4""]",0.66,2.24,"{""TEMPORAL-SEGMENTS"":""4""}"
"312_CkhWr0Qn","[""VID_20231206_194641.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"312_LZ55AH7D","[""VID_20231206_194641.mp4""]",0.52,1.367,"{""TEMPORAL-SEGMENTS"":""6""}"
"313_BMXmdKd6","[""VID_20231206_194645.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"313_3ozGpMZs","[""VID_20231206_194645.mp4""]",0.3,1.237,"{""TEMPORAL-SEGMENTS"":""6""}"
"314_pANMF6s8","[""VID_20231206_194649.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"314_uFQgNNml","[""VID_20231206_194649.mp4""]",0.26,1.237,"{""TEMPORAL-SEGMENTS"":""6""}"
"315_Z2ZjO6AD","[""VID_20231206_194652.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"315_hc2aJwps","[""VID_20231206_194652.mp4""]",0.24,1.46,"{""TEMPORAL-SEGMENTS"":""6""}"
"316_oRD559Yu","[""VID_20231206_194656.mp4""]",0,0.14,"{""TEMPORAL-SEGMENTS"":""1""}"
"316_kITIp5B2","[""VID_20231206_194656.mp4""]",0.14,1.066,"{""TEMPORAL-SEGMENTS"":""6""}"
"317_NanzoRJd","[""VID_20231206_194659.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"317_z2zgZoWu","[""VID_20231206_194659.mp4""]",0.38,1.268,"{""TEMPORAL-SEGMENTS"":""6""}"
"318_gHuIsdbi","[""VID_20231206_194702.mp4""]",0,1.54,"{""TEMPORAL-SEGMENTS"":""6""}"
"320_PjDAwNHf","[""VID_20231111_110802.mp4""]",0,1.28,"{""TEMPORAL-SEGMENTS"":""2""}"
"321_z33Ff5qv","[""VID_20231111_110807.mp4""]",0,1.06,"{""TEMPORAL-SEGMENTS"":""3""}"
"322_cqcuH1o3","[""VID_20231111_110824.mp4""]",0,1,"{""TEMPORAL-SEGMENTS"":""3""}"
"323_fB5iSicI","[""VID_20231111_110829.mp4""]",0,0.908,"{""TEMPORAL-SEGMENTS"":""3""}"
"324_o9UY36Xq","[""VID_20231111_110833.mp4""]",0,1.14,"{""TEMPORAL-SEGMENTS"":""0""}"
"325_JsqgpDWA","[""VID_20231118_123923.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"325_4rmQzmyj","[""VID_20231118_123923.mp4""]",0.38,1.9,"{""TEMPORAL-SEGMENTS"":""3""}"
"327_FeDx5AjM","[""VID_20231118_123936.mp4""]",0,1.08,"{""TEMPORAL-SEGMENTS"":""1""}"
"327_IyG0X8N7","[""VID_20231118_123936.mp4""]",1.08,2.36,"{""TEMPORAL-SEGMENTS"":""3""}"
"328_k99KcF7X","[""VID_20231118_123942.mp4""]",0,1.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"328_XLz3GKvH","[""VID_20231118_123942.mp4""]",1.32,3.08,"{""TEMPORAL-SEGMENTS"":""3""}"
"328_DEkPRcsi","[""VID_20231118_123942.mp4""]",3.08,3.477,"{""TEMPORAL-SEGMENTS"":""1""}"
"329_1wg47cXg","[""VID_20231118_123948.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"329_FHM4MzGg","[""VID_20231118_123948.mp4""]",0.3,1.88,"{""TEMPORAL-SEGMENTS"":""3""}"
"330_Y9jnXch3","[""VID_20231118_123953.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"330_xm87aAsU","[""VID_20231118_123953.mp4""]",0.32,1.7,"{""TEMPORAL-SEGMENTS"":""3""}"
"331_NcrrozQ6","[""VID_20231118_123957.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"331_61ZVeDMp","[""VID_20231118_123957.mp4""]",0.34,1.8,"{""TEMPORAL-SEGMENTS"":""3""}"
"332_KCdXFXKC","[""VID_20231118_124002.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"332_sPnXctXZ","[""VID_20231118_124002.mp4""]",0.26,1.8,"{""TEMPORAL-SEGMENTS"":""3""}"
"333_OLGKlxUX","[""VID_20231118_124007.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"333_2ULtRVyN","[""VID_20231118_124007.mp4""]",0.32,1.64,"{""TEMPORAL-SEGMENTS"":""3""}"
"334_vVrKUXwG","[""VID_20231118_124011.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"334_7QDSyziK","[""VID_20231118_124011.mp4""]",0.2,1.42,"{""TEMPORAL-SEGMENTS"":""3""}"
"335_TNSsKmQu","[""VID_20231118_124015.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"335_JpywluuR","[""VID_20231118_124015.mp4""]",0.52,1.68,"{""TEMPORAL-SEGMENTS"":""3""}"
"336_L4tROrck","[""VID_20231118_124327.mp4""]",0,0.5,"{""TEMPORAL-SEGMENTS"":""1""}"
"336_xXkmQ7dt","[""VID_20231118_124327.mp4""]",0.5,0.92,"{""TEMPORAL-SEGMENTS"":""8""}"
"336_qGJ0lifC","[""VID_20231118_124327.mp4""]",0.92,2.78,"{""TEMPORAL-SEGMENTS"":""3""}"
"336_FuIRZ7dE","[""VID_20231118_124327.mp4""]",2.78,3.142,"{""TEMPORAL-SEGMENTS"":""1""}"
"337_LhHgQkGb","[""VID_20231118_124333.mp4""]",0,2.88,"{""TEMPORAL-SEGMENTS"":""1""}"
"337_IEmCxjU0","[""VID_20231118_124333.mp4""]",2.88,5.18,"{""TEMPORAL-SEGMENTS"":""3""}"
"339_QqR8BmgD","[""VID_20231130_205435.mp4""]",0,0.36,"{""TEMPORAL-SEGMENTS"":""1""}"
"339_uBnZGKg5","[""VID_20231130_205435.mp4""]",0.36,1.78,"{""TEMPORAL-SEGMENTS"":""3""}"
"340_hqVJicZv","[""VID_20231130_205441.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"340_5ldXwh8Y","[""VID_20231130_205441.mp4""]",0.24,2.88,"{""TEMPORAL-SEGMENTS"":""3""}"
"340_Ew86U4ko","[""VID_20231130_205441.mp4""]",2.88,3.243,"{""TEMPORAL-SEGMENTS"":""1""}"
"341_WjN2iL8L","[""VID_20231130_205455.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"341_UBD8AR3l","[""VID_20231130_205455.mp4""]",0.3,2.9,"{""TEMPORAL-SEGMENTS"":""3""}"
"342_XBYgJcmV","[""VID_20231130_205502.mp4""]",0,0.94,"{""TEMPORAL-SEGMENTS"":""1""}"
"342_45iBXyZL","[""VID_20231130_205502.mp4""]",0.94,2.52,"{""TEMPORAL-SEGMENTS"":""3""}"
"343_4XqiydZQ","[""VID_20231130_205508.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"343_7WXMSefx","[""VID_20231130_205508.mp4""]",0.18,1.92,"{""TEMPORAL-SEGMENTS"":""3""}"
"344_xBPSPKBK","[""VID_20231130_205513.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"344_PGTPcSj2","[""VID_20231130_205513.mp4""]",0.28,3.24,"{""TEMPORAL-SEGMENTS"":""3""}"
"345_EKyOjMgQ","[""VID_20231130_205522.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"345_ZrIm5EZR","[""VID_20231130_205522.mp4""]",0.48,3.04,"{""TEMPORAL-SEGMENTS"":""3""}"
"346_kJXWx1IU","[""VID_20231130_205530.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"346_bX47Pfzy","[""VID_20231130_205530.mp4""]",0.3,4.92,"{""TEMPORAL-SEGMENTS"":""3""}"
"347_stRKg91M","[""VID_20231130_210115.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"347_Ru1BhF0K","[""VID_20231130_210115.mp4""]",0.18,1.72,"{""TEMPORAL-SEGMENTS"":""3""}"
"348_ovFRrYnJ","[""VID_20231130_210123.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"348_kmJXTnBu","[""VID_20231130_210123.mp4""]",0.42,0.74,"{""TEMPORAL-SEGMENTS"":""8""}"
"348_O3gsxy6x","[""VID_20231130_210123.mp4""]",0.74,1.82,"{""TEMPORAL-SEGMENTS"":""3""}"
"349_ocXt5evS","[""VID_20231130_210127.mp4""]",0,0.16,"{""TEMPORAL-SEGMENTS"":""1""}"
"349_SxnRTFRX","[""VID_20231130_210127.mp4""]",0.16,1.68,"{""TEMPORAL-SEGMENTS"":""3""}"
"350_KXv7gHDQ","[""VID_20231130_210131.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"350_Eren7Th7","[""VID_20231130_210131.mp4""]",0.2,1.74,"{""TEMPORAL-SEGMENTS"":""3""}"
"351_2uU31oV4","[""VID_20231130_210136.mp4""]",0.12,1.54,"{""TEMPORAL-SEGMENTS"":""3""}"
"352_LTwNysSE","[""VID_20231130_210141.mp4""]",0.1,1.6,"{""TEMPORAL-SEGMENTS"":""3""}"
"353_2vF0wIq5","[""VID_20231130_210146.mp4""]",0.12,1.72,"{""TEMPORAL-SEGMENTS"":""3""}"
"354_RAZ61aW7","[""VID_20231130_210151.mp4""]",0,1.76,"{""TEMPORAL-SEGMENTS"":""3""}"
"354_ZlX9D10i","[""VID_20231130_210151.mp4""]",1.76,2.612,"{""TEMPORAL-SEGMENTS"":""1""}"
"355_J2Whrn5M","[""VID_20231130_210157.mp4""]",0,1.34,"{""TEMPORAL-SEGMENTS"":""3""}"
"356_VcGBwBKE","[""VID_20231205_203749.mp4""]",0,0.92,"{""TEMPORAL-SEGMENTS"":""1""}"
"356_8hg2AcBO","[""VID_20231205_203749.mp4""]",0.92,2.34,"{""TEMPORAL-SEGMENTS"":""3""}"
"357_J1DX4umb","[""VID_20231205_203756.mp4""]",0,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"357_Fi1XFCXj","[""VID_20231205_203756.mp4""]",0.68,2.24,"{""TEMPORAL-SEGMENTS"":""3""}"
"358_NX2yJYSE","[""VID_20231205_203802.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"358_VXhI58e1","[""VID_20231205_203802.mp4""]",0.34,2.2,"{""TEMPORAL-SEGMENTS"":""3""}"
"359_8wbgF3zX","[""VID_20231205_203808.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"359_XXxKIOlv","[""VID_20231205_203808.mp4""]",0.34,2.12,"{""TEMPORAL-SEGMENTS"":""3""}"
"360_e9OqL8G3","[""VID_20231205_203813.mp4""]",0,0.5,"{""TEMPORAL-SEGMENTS"":""1""}"
"360_gGGO7zoT","[""VID_20231205_203813.mp4""]",0.5,2.5,"{""TEMPORAL-SEGMENTS"":""3""}"
"361_SfCx1x4v","[""VID_20231205_203820.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"361_rpta9p7M","[""VID_20231205_203820.mp4""]",0.44,1.94,"{""TEMPORAL-SEGMENTS"":""3""}"
"362_4dv0TCzo","[""VID_20231205_203827.mp4""]",0,1.02,"{""TEMPORAL-SEGMENTS"":""1""}"
"362_BTJLbzoi","[""VID_20231205_203827.mp4""]",1.02,2.96,"{""TEMPORAL-SEGMENTS"":""3""}"
"363_VXBjzrXd","[""VID_20231205_203835.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"363_AqwVTBws","[""VID_20231205_203835.mp4""]",0.52,2.22,"{""TEMPORAL-SEGMENTS"":""3""}"
"364_7lvqDwg0","[""VID_20231205_203841.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"364_behnax7Z","[""VID_20231205_203841.mp4""]",0.52,2,"{""TEMPORAL-SEGMENTS"":""3""}"
"365_rwTY5bZW","[""VID_20231206_193713.mp4""]",0,0.18,"{""TEMPORAL-SEGMENTS"":""1""}"
"365_bR3Nthjh","[""VID_20231206_193713.mp4""]",0.18,1.74,"{""TEMPORAL-SEGMENTS"":""3""}"
"366_HogO21Jj","[""VID_20231206_193719.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"366_fhdR9oUs","[""VID_20231206_193719.mp4""]",0.26,1.74,"{""TEMPORAL-SEGMENTS"":""3""}"
"367_rhgnuphD","[""VID_20231206_193726.mp4""]",0,0.3,"{""TEMPORAL-SEGMENTS"":""1""}"
"367_ZXirqvhX","[""VID_20231206_193726.mp4""]",0.3,1.54,"{""TEMPORAL-SEGMENTS"":""3""}"
"368_TUsYt6uT","[""VID_20231206_193731.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"368_YuufXWyB","[""VID_20231206_193731.mp4""]",0.52,1.88,"{""TEMPORAL-SEGMENTS"":""3""}"
"369_WCrp0vlE","[""VID_20231206_193737.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"369_UOW7erBq","[""VID_20231206_193737.mp4""]",0.24,1.56,"{""TEMPORAL-SEGMENTS"":""3""}"
"370_9d8cJ8Su","[""VID_20231206_193742.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"370_LlR9s3SX","[""VID_20231206_193742.mp4""]",0.28,1.64,"{""TEMPORAL-SEGMENTS"":""3""}"
"371_3QJYID4j","[""VID_20231206_193748.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"371_MoQ2sKC5","[""VID_20231206_193748.mp4""]",0.38,1.92,"{""TEMPORAL-SEGMENTS"":""3""}"
"372_CDWJL4Ai","[""VID_20231206_193753.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"372_WUXePpZp","[""VID_20231206_193753.mp4""]",0.46,1.6,"{""TEMPORAL-SEGMENTS"":""3""}"
"373_8PL07PmV","[""VID_20231206_193759.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"373_hnd1kF3K","[""VID_20231206_193759.mp4""]",0.52,1.82,"{""TEMPORAL-SEGMENTS"":""3""}"
"374_pR2oT4F3","[""VID_20231206_193813.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"374_HiVt7zyz","[""VID_20231206_193813.mp4""]",0.28,1.34,"{""TEMPORAL-SEGMENTS"":""3""}"
"375_u2X99mfT","[""VID_20231206_193818.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"375_9UHoEfqB","[""VID_20231206_193818.mp4""]",0.34,1.5,"{""TEMPORAL-SEGMENTS"":""3""}"
"376_IEFlSE12","[""VID_20231206_193823.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""8""}"
"376_bsQGcC0Y","[""VID_20231206_193823.mp4""]",0.38,1.46,"{""TEMPORAL-SEGMENTS"":""3""}"
"377_KCoWXoba","[""VID_20231206_193827.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"377_fMabSWtT","[""VID_20231206_193827.mp4""]",0.44,1.5,"{""TEMPORAL-SEGMENTS"":""3""}"
"378_60kXcHQx","[""VID_20231206_193833.mp4""]",0,0.5,"{""TEMPORAL-SEGMENTS"":""8""}"
